,HomeTeam,AwayTeam,HAS,HAC,AAS,AAC,HAtS,AAtS,Result
33,Chelsea,Leicester,0.09090909090909088,0.33333333333333337,0.7083333333333334,0.8928571428571429,0.08116883116883115,0.23611111111111116,-1
34,Liverpool,Bournemouth,0.6818181818181818,0.2592592592592593,0.25,0.9642857142857143,0.6574675324675324,0.06481481481481483,-1
35,Man City,Crystal Palace,1.0,0.2592592592592593,0.33333333333333337,0.3571428571428572,0.3571428571428572,0.08641975308641978,-1
36,Arsenal,Fulham,0.8409090909090907,0.5555555555555557,0.5416666666666666,0.2857142857142857,0.2402597402597402,0.300925925925926,-1
37,Aston Villa,West Ham,0.38636363636363635,0.40740740740740755,0.20833333333333337,0.5357142857142857,0.20698051948051946,0.08487654320987659,1
38,Wolves,Newcastle,0.06818181818181818,0.37037037037037035,0.8750000000000001,0.1071428571428572,0.007305194805194809,0.32407407407407407,0
39,Nott'm Forest,Tottenham,0.25,0.5185185185185185,0.9166666666666669,0.7857142857142857,0.19642857142857142,0.4753086419753087,1
40,Crystal Palace,Brentford,0.1136363636363637,0.4814814814814815,0.5,0.4285714285714285,0.04870129870129872,0.24074074074074076,0
41,Fulham,Brighton,0.34090909090909094,0.7037037037037038,1.0,0.5714285714285713,0.1948051948051948,0.7037037037037038,-1
42,Southampton,Chelsea,0.06818181818181818,1.0,0.29166666666666663,0.4285714285714285,0.029220779220779213,0.29166666666666663,-1
43,Leeds,Everton,0.2272727272727273,1.0,0.29166666666666663,0.5000000000000001,0.11363636363636367,0.29166666666666663,0
44,Arsenal,Aston Villa,0.8409090909090907,0.5555555555555557,0.29166666666666663,0.3214285714285715,0.2702922077922078,0.16203703703703706,-1
45,Bournemouth,Wolves,0.09090909090909088,0.6666666666666666,0.04166666666666663,0.7857142857142857,0.07142857142857141,0.027777777777777752,0
46,Man City,Nott'm Forest,1.0,0.2592592592592593,0.0,1.0,1.0,0.0,-1
47,West Ham,Tottenham,0.2272727272727273,0.5185185185185185,0.9166666666666669,0.7857142857142857,0.17857142857142858,0.4753086419753087,0
48,Liverpool,Newcastle,0.6818181818181818,0.2592592592592593,0.8750000000000001,0.1071428571428572,0.07305194805194809,0.22685185185185192,-1
49,Leicester,Man United,0.15909090909090906,0.6296296296296297,0.45833333333333337,0.6071428571428571,0.09659090909090906,0.2885802469135803,1
50,Everton,Liverpool,0.0,0.6296296296296297,0.7500000000000001,0.5000000000000001,0.0,0.4722222222222223,0
51,Brentford,Leeds,0.43181818181818177,0.2962962962962963,0.45833333333333337,0.8928571428571429,0.38555194805194803,0.13580246913580246,-1
52,Chelsea,West Ham,0.09090909090909088,0.33333333333333337,0.20833333333333337,0.5357142857142857,0.04870129870129869,0.06944444444444446,-1
53,Newcastle,Crystal Palace,0.4545454545454545,0.14814814814814814,0.33333333333333337,0.3571428571428572,0.16233766233766234,0.04938271604938272,0
54,Nott'm Forest,Bournemouth,0.25,0.5185185185185185,0.25,0.9642857142857143,0.24107142857142858,0.12962962962962962,1
55,Tottenham,Fulham,0.4772727272727273,0.5555555555555557,0.5416666666666666,0.2857142857142857,0.13636363636363635,0.300925925925926,-1
56,Wolves,Southampton,0.06818181818181818,0.37037037037037035,0.25,0.7142857142857143,0.0487012987012987,0.09259259259259259,-1
57,Aston Villa,Man City,0.38636363636363635,0.40740740740740755,0.9583333333333334,0.0,0.0,0.3904320987654323,0
58,Brighton,Leicester,0.4772727272727273,0.40740740740740755,0.7083333333333334,0.8928571428571429,0.4261363636363637,0.28858024691358036,-1
59,Man United,Arsenal,0.4545454545454545,0.0,1.0,0.07142857142857151,0.0324675324675325,0.0,-1
60,Aston Villa,Southampton,0.38636363636363635,0.40740740740740755,0.25,0.7142857142857143,0.275974025974026,0.10185185185185189,-1
61,Nott'm Forest,Fulham,0.25,0.5185185185185185,0.5416666666666666,0.2857142857142857,0.07142857142857142,0.28086419753086417,1
62,Wolves,Man City,0.06818181818181818,0.37037037037037035,0.9583333333333334,0.0,0.0,0.35493827160493824,1
63,Newcastle,Bournemouth,0.4545454545454545,0.14814814814814814,0.25,0.9642857142857143,0.43831168831168826,0.037037037037037035,0
64,Tottenham,Leicester,0.4772727272727273,0.5555555555555557,0.7083333333333334,0.8928571428571429,0.4261363636363637,0.39351851851851866,-1
65,Brentford,Arsenal,0.43181818181818177,0.2962962962962963,1.0,0.07142857142857151,0.030844155844155875,0.2962962962962963,1
66,Everton,West Ham,0.0,0.6296296296296297,0.20833333333333337,0.5357142857142857,0.0,0.13117283950617287,-1
67,Arsenal,Tottenham,0.8409090909090907,0.5555555555555557,0.9166666666666669,0.7857142857142857,0.6607142857142856,0.5092592592592595,-1
68,Bournemouth,Brentford,0.09090909090909088,0.6666666666666666,0.5,0.4285714285714285,0.038961038961038946,0.3333333333333333,0
69,Crystal Palace,Chelsea,0.1136363636363637,0.4814814814814815,0.29166666666666663,0.4285714285714285,0.04870129870129872,0.14043209876543208,1
70,Fulham,Newcastle,0.34090909090909094,0.7037037037037038,0.8750000000000001,0.1071428571428572,0.03652597402597405,0.6157407407407409,1
71,Liverpool,Brighton,0.6818181818181818,0.2592592592592593,1.0,0.5714285714285713,0.38961038961038946,0.2592592592592593,0
72,Southampton,Everton,0.06818181818181818,1.0,0.29166666666666663,0.5000000000000001,0.034090909090909095,0.29166666666666663,1
73,West Ham,Wolves,0.2272727272727273,0.5185185185185185,0.04166666666666663,0.7857142857142857,0.17857142857142858,0.021604938271604916,-1
74,Man City,Man United,1.0,0.2592592592592593,0.45833333333333337,0.6071428571428571,0.6071428571428571,0.11882716049382719,-1
75,Leeds,Aston Villa,0.2272727272727273,1.0,0.29166666666666663,0.3214285714285715,0.07305194805194808,0.29166666666666663,0
76,Leicester,Nott'm Forest,0.15909090909090906,0.6296296296296297,0.0,1.0,0.15909090909090906,0.0,-1
77,Bournemouth,Leicester,0.09090909090909088,0.6666666666666666,0.7083333333333334,0.8928571428571429,0.08116883116883115,0.4722222222222222,-1
78,Chelsea,Wolves,0.09090909090909088,0.33333333333333337,0.04166666666666663,0.7857142857142857,0.07142857142857141,0.013888888888888878,-1
79,Man City,Southampton,1.0,0.2592592592592593,0.25,0.7142857142857143,0.7142857142857143,0.06481481481481483,-1
80,Newcastle,Brentford,0.4545454545454545,0.14814814814814814,0.5,0.4285714285714285,0.19480519480519473,0.07407407407407407,-1
81,Brighton,Tottenham,0.4772727272727273,0.40740740740740755,0.9166666666666669,0.7857142857142857,0.375,0.373456790123457,1
82,Crystal Palace,Leeds,0.1136363636363637,0.4814814814814815,0.45833333333333337,0.8928571428571429,0.10146103896103903,0.22067901234567905,-1
83,West Ham,Fulham,0.2272727272727273,0.5185185185185185,0.5416666666666666,0.2857142857142857,0.06493506493506494,0.28086419753086417,-1
84,Arsenal,Liverpool,0.8409090909090907,0.5555555555555557,0.7500000000000001,0.5000000000000001,0.42045454545454547,0.41666666666666685,-1
85,Everton,Man United,0.0,0.6296296296296297,0.45833333333333337,0.6071428571428571,0.0,0.2885802469135803,1
86,Nott'm Forest,Aston Villa,0.25,0.5185185185185185,0.29166666666666663,0.3214285714285715,0.08035714285714288,0.15123456790123455,0
87,Brentford,Brighton,0.43181818181818177,0.2962962962962963,1.0,0.5714285714285713,0.24675324675324667,0.2962962962962963,-1
88,Leicester,Crystal Palace,0.15909090909090906,0.6296296296296297,0.33333333333333337,0.3571428571428572,0.056818181818181816,0.2098765432098766,0
89,Fulham,Bournemouth,0.34090909090909094,0.7037037037037038,0.25,0.9642857142857143,0.32873376623376627,0.17592592592592596,0
90,Wolves,Nott'm Forest,0.06818181818181818,0.37037037037037035,0.0,1.0,0.06818181818181818,0.0,-1
91,Tottenham,Everton,0.4772727272727273,0.5555555555555557,0.29166666666666663,0.5000000000000001,0.2386363636363637,0.16203703703703706,-1
92,Aston Villa,Chelsea,0.38636363636363635,0.40740740740740755,0.29166666666666663,0.4285714285714285,0.16558441558441556,0.11882716049382719,1
93,Leeds,Arsenal,0.2272727272727273,1.0,1.0,0.07142857142857151,0.016233766233766253,1.0,1
94,Man United,Newcastle,0.4545454545454545,0.0,0.8750000000000001,0.1071428571428572,0.048701298701298724,0.0,0
95,Southampton,West Ham,0.06818181818181818,1.0,0.20833333333333337,0.5357142857142857,0.036525974025974024,0.20833333333333337,0
96,Liverpool,Man City,0.6818181818181818,0.2592592592592593,0.9583333333333334,0.0,0.0,0.24845679012345684,-1
97,Brighton,Nott'm Forest,0.4772727272727273,0.40740740740740755,0.0,1.0,0.4772727272727273,0.0,0
98,Crystal Palace,Wolves,0.1136363636363637,0.4814814814814815,0.04166666666666663,0.7857142857142857,0.08928571428571433,0.020061728395061713,-1
99,Bournemouth,Southampton,0.09090909090909088,0.6666666666666666,0.25,0.7142857142857143,0.06493506493506492,0.16666666666666666,1
100,Brentford,Chelsea,0.43181818181818177,0.2962962962962963,0.29166666666666663,0.4285714285714285,0.18506493506493502,0.08641975308641973,0
101,Liverpool,West Ham,0.6818181818181818,0.2592592592592593,0.20833333333333337,0.5357142857142857,0.36525974025974023,0.054012345679012363,-1
102,Newcastle,Everton,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.5000000000000001,0.2272727272727273,0.04320987654320987,-1
103,Man United,Tottenham,0.4545454545454545,0.0,0.9166666666666669,0.7857142857142857,0.3571428571428571,0.0,-1
104,Fulham,Aston Villa,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.3214285714285715,0.10957792207792212,0.20524691358024694,-1
105,Leicester,Leeds,0.15909090909090906,0.6296296296296297,0.45833333333333337,0.8928571428571429,0.14204545454545453,0.2885802469135803,-1
106,Nott'm Forest,Liverpool,0.25,0.5185185185185185,0.7500000000000001,0.5000000000000001,0.12500000000000003,0.38888888888888895,-1
107,Everton,Crystal Palace,0.0,0.6296296296296297,0.33333333333333337,0.3571428571428572,0.0,0.2098765432098766,-1
108,Man City,Brighton,1.0,0.2592592592592593,1.0,0.5714285714285713,0.5714285714285713,0.2592592592592593,-1
109,Chelsea,Man United,0.09090909090909088,0.33333333333333337,0.45833333333333337,0.6071428571428571,0.05519480519480518,0.15277777777777782,0
110,Aston Villa,Brentford,0.38636363636363635,0.40740740740740755,0.5,0.4285714285714285,0.16558441558441556,0.20370370370370378,-1
111,Leeds,Fulham,0.2272727272727273,1.0,0.5416666666666666,0.2857142857142857,0.06493506493506494,0.5416666666666666,1
112,Southampton,Arsenal,0.06818181818181818,1.0,1.0,0.07142857142857151,0.004870129870129875,1.0,0
113,Wolves,Leicester,0.06818181818181818,0.37037037037037035,0.7083333333333334,0.8928571428571429,0.060876623376623376,0.2623456790123457,1
114,Tottenham,Newcastle,0.4772727272727273,0.5555555555555557,0.8750000000000001,0.1071428571428572,0.05113636363636367,0.48611111111111127,1
115,West Ham,Bournemouth,0.2272727272727273,0.5185185185185185,0.25,0.9642857142857143,0.2191558441558442,0.12962962962962962,-1
116,Leicester,Man City,0.15909090909090906,0.6296296296296297,0.9583333333333334,0.0,0.0,0.6033950617283951,1
117,Bournemouth,Tottenham,0.09090909090909088,0.6666666666666666,0.9166666666666669,0.7857142857142857,0.07142857142857141,0.6111111111111112,1
118,Brentford,Wolves,0.43181818181818177,0.2962962962962963,0.04166666666666663,0.7857142857142857,0.33928571428571425,0.012345679012345668,0
119,Brighton,Chelsea,0.4772727272727273,0.40740740740740755,0.29166666666666663,0.4285714285714285,0.2045454545454545,0.11882716049382719,-1
120,Crystal Palace,Southampton,0.1136363636363637,0.4814814814814815,0.25,0.7142857142857143,0.08116883116883122,0.12037037037037038,-1
121,Newcastle,Aston Villa,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.3214285714285715,0.14610389610389612,0.04320987654320987,-1
122,Fulham,Everton,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.5000000000000001,0.1704545454545455,0.20524691358024694,0
123,Liverpool,Leeds,0.6818181818181818,0.2592592592592593,0.45833333333333337,0.8928571428571429,0.6087662337662337,0.11882716049382719,1
124,Arsenal,Nott'm Forest,0.8409090909090907,0.5555555555555557,0.0,1.0,0.8409090909090907,0.0,-1
125,Man United,West Ham,0.4545454545454545,0.0,0.20833333333333337,0.5357142857142857,0.24350649350649345,0.0,-1
126,Leeds,Bournemouth,0.2272727272727273,1.0,0.25,0.9642857142857143,0.2191558441558442,0.25,-1
127,Man City,Fulham,1.0,0.2592592592592593,0.5416666666666666,0.2857142857142857,0.2857142857142857,0.1404320987654321,-1
128,Nott'm Forest,Brentford,0.25,0.5185185185185185,0.5,0.4285714285714285,0.10714285714285712,0.25925925925925924,0
129,Wolves,Brighton,0.06818181818181818,0.37037037037037035,1.0,0.5714285714285713,0.038961038961038946,0.37037037037037035,1
130,Everton,Leicester,0.0,0.6296296296296297,0.7083333333333334,0.8928571428571429,0.0,0.4459876543209877,1
131,Chelsea,Arsenal,0.09090909090909088,0.33333333333333337,1.0,0.07142857142857151,0.006493506493506499,0.33333333333333337,1
132,Aston Villa,Man United,0.38636363636363635,0.40740740740740755,0.45833333333333337,0.6071428571428571,0.23457792207792205,0.18672839506172847,-1
133,Southampton,Newcastle,0.06818181818181818,1.0,0.8750000000000001,0.1071428571428572,0.007305194805194809,0.8750000000000001,1
134,West Ham,Crystal Palace,0.2272727272727273,0.5185185185185185,0.33333333333333337,0.3571428571428572,0.0811688311688312,0.17283950617283952,1
135,Tottenham,Liverpool,0.4772727272727273,0.5555555555555557,0.7500000000000001,0.5000000000000001,0.2386363636363637,0.41666666666666685,1
136,Man City,Brentford,1.0,0.2592592592592593,0.5,0.4285714285714285,0.4285714285714285,0.12962962962962965,1
137,Bournemouth,Everton,0.09090909090909088,0.6666666666666666,0.29166666666666663,0.5000000000000001,0.04545454545454545,0.19444444444444442,-1
138,Liverpool,Southampton,0.6818181818181818,0.2592592592592593,0.25,0.7142857142857143,0.487012987012987,0.06481481481481483,-1
139,Nott'm Forest,Crystal Palace,0.25,0.5185185185185185,0.33333333333333337,0.3571428571428572,0.0892857142857143,0.17283950617283952,-1
140,Tottenham,Leeds,0.4772727272727273,0.5555555555555557,0.45833333333333337,0.8928571428571429,0.4261363636363637,0.2546296296296297,-1
141,West Ham,Leicester,0.2272727272727273,0.5185185185185185,0.7083333333333334,0.8928571428571429,0.20292207792207795,0.36728395061728397,1
142,Newcastle,Chelsea,0.4545454545454545,0.14814814814814814,0.29166666666666663,0.4285714285714285,0.19480519480519473,0.04320987654320987,-1
143,Wolves,Arsenal,0.06818181818181818,0.37037037037037035,1.0,0.07142857142857151,0.004870129870129875,0.37037037037037035,1
144,Brighton,Aston Villa,0.4772727272727273,0.40740740740740755,0.29166666666666663,0.3214285714285715,0.15340909090909097,0.11882716049382719,1
145,Fulham,Man United,0.34090909090909094,0.7037037037037038,0.45833333333333337,0.6071428571428571,0.2069805194805195,0.32253086419753096,1
146,Brentford,Tottenham,0.43181818181818177,0.2962962962962963,0.9166666666666669,0.7857142857142857,0.33928571428571425,0.271604938271605,0
147,Crystal Palace,Fulham,0.1136363636363637,0.4814814814814815,0.5416666666666666,0.2857142857142857,0.032467532467532485,0.26080246913580246,1
148,Everton,Wolves,0.0,0.6296296296296297,0.04166666666666663,0.7857142857142857,0.0,0.026234567901234546,1
149,Leicester,Newcastle,0.15909090909090906,0.6296296296296297,0.8750000000000001,0.1071428571428572,0.01704545454545455,0.550925925925926,1
150,Southampton,Brighton,0.06818181818181818,1.0,1.0,0.5714285714285713,0.038961038961038946,1.0,1
151,Aston Villa,Liverpool,0.38636363636363635,0.40740740740740755,0.7500000000000001,0.5000000000000001,0.19318181818181823,0.3055555555555557,1
152,Arsenal,West Ham,0.8409090909090907,0.5555555555555557,0.20833333333333337,0.5357142857142857,0.4504870129870129,0.11574074074074078,-1
153,Chelsea,Bournemouth,0.09090909090909088,0.33333333333333337,0.25,0.9642857142857143,0.08766233766233764,0.08333333333333334,-1
154,Man United,Nott'm Forest,0.4545454545454545,0.0,0.0,1.0,0.4545454545454545,0.0,-1
155,Leeds,Man City,0.2272727272727273,1.0,0.9583333333333334,0.0,0.0,0.9583333333333334,1
156,West Ham,Brentford,0.2272727272727273,0.5185185185185185,0.5,0.4285714285714285,0.0974025974025974,0.25925925925925924,1
157,Liverpool,Leicester,0.6818181818181818,0.2592592592592593,0.7083333333333334,0.8928571428571429,0.6087662337662337,0.183641975308642,-1
158,Wolves,Man United,0.06818181818181818,0.37037037037037035,0.45833333333333337,0.6071428571428571,0.04139610389610389,0.1697530864197531,1
159,Bournemouth,Crystal Palace,0.09090909090909088,0.6666666666666666,0.33333333333333337,0.3571428571428572,0.032467532467532464,0.22222222222222224,1
160,Fulham,Southampton,0.34090909090909094,0.7037037037037038,0.25,0.7142857142857143,0.24350649350649353,0.17592592592592596,-1
161,Man City,Everton,1.0,0.2592592592592593,0.29166666666666663,0.5000000000000001,0.5000000000000001,0.07561728395061729,0
162,Newcastle,Leeds,0.4545454545454545,0.14814814814814814,0.45833333333333337,0.8928571428571429,0.4058441558441558,0.06790123456790123,0
163,Brighton,Arsenal,0.4772727272727273,0.40740740740740755,1.0,0.07142857142857151,0.03409090909090913,0.40740740740740755,1
164,Tottenham,Aston Villa,0.4772727272727273,0.5555555555555557,0.29166666666666663,0.3214285714285715,0.15340909090909097,0.16203703703703706,1
165,Nott'm Forest,Chelsea,0.25,0.5185185185185185,0.29166666666666663,0.4285714285714285,0.10714285714285712,0.15123456790123455,0
166,Brentford,Liverpool,0.43181818181818177,0.2962962962962963,0.7500000000000001,0.5000000000000001,0.21590909090909094,0.22222222222222224,-1
167,Arsenal,Newcastle,0.8409090909090907,0.5555555555555557,0.8750000000000001,0.1071428571428572,0.09009740259740263,0.48611111111111127,0
168,Everton,Brighton,0.0,0.6296296296296297,1.0,0.5714285714285713,0.0,0.6296296296296297,1
169,Leicester,Fulham,0.15909090909090906,0.6296296296296297,0.5416666666666666,0.2857142857142857,0.04545454545454544,0.34104938271604934,1
170,Man United,Bournemouth,0.4545454545454545,0.0,0.25,0.9642857142857143,0.43831168831168826,0.0,-1
171,Southampton,Nott'm Forest,0.06818181818181818,1.0,0.0,1.0,0.06818181818181818,0.0,1
172,Leeds,West Ham,0.2272727272727273,1.0,0.20833333333333337,0.5357142857142857,0.12175324675324677,0.20833333333333337,0
173,Aston Villa,Wolves,0.38636363636363635,0.40740740740740755,0.04166666666666663,0.7857142857142857,0.30357142857142855,0.0169753086419753,0
174,Crystal Palace,Tottenham,0.1136363636363637,0.4814814814814815,0.9166666666666669,0.7857142857142857,0.08928571428571433,0.44135802469135815,1
175,Chelsea,Man City,0.09090909090909088,0.33333333333333337,0.9583333333333334,0.0,0.0,0.3194444444444445,1
176,Fulham,Chelsea,0.34090909090909094,0.7037037037037038,0.29166666666666663,0.4285714285714285,0.1461038961038961,0.20524691358024694,-1
177,Aston Villa,Leeds,0.38636363636363635,0.40740740740740755,0.45833333333333337,0.8928571428571429,0.3449675324675325,0.18672839506172847,-1
178,Man United,Man City,0.4545454545454545,0.0,0.9583333333333334,0.0,0.0,0.0,-1
179,Brighton,Liverpool,0.4772727272727273,0.40740740740740755,0.7500000000000001,0.5000000000000001,0.2386363636363637,0.3055555555555557,-1
180,Everton,Southampton,0.0,0.6296296296296297,0.25,0.7142857142857143,0.0,0.1574074074074074,1
181,Nott'm Forest,Leicester,0.25,0.5185185185185185,0.7083333333333334,0.8928571428571429,0.22321428571428573,0.36728395061728397,-1
182,Wolves,West Ham,0.06818181818181818,0.37037037037037035,0.20833333333333337,0.5357142857142857,0.036525974025974024,0.0771604938271605,-1
183,Brentford,Bournemouth,0.43181818181818177,0.2962962962962963,0.25,0.9642857142857143,0.4163961038961039,0.07407407407407407,-1
184,Chelsea,Crystal Palace,0.09090909090909088,0.33333333333333337,0.33333333333333337,0.3571428571428572,0.032467532467532464,0.11111111111111113,-1
185,Newcastle,Fulham,0.4545454545454545,0.14814814814814814,0.5416666666666666,0.2857142857142857,0.12987012987012983,0.08024691358024691,-1
186,Tottenham,Arsenal,0.4772727272727273,0.5555555555555557,1.0,0.07142857142857151,0.03409090909090913,0.5555555555555557,1
187,Crystal Palace,Man United,0.1136363636363637,0.4814814814814815,0.45833333333333337,0.6071428571428571,0.06899350649350652,0.22067901234567905,0
188,Man City,Tottenham,1.0,0.2592592592592593,0.9166666666666669,0.7857142857142857,0.7857142857142857,0.2376543209876544,-1
189,Liverpool,Chelsea,0.6818181818181818,0.2592592592592593,0.29166666666666663,0.4285714285714285,0.29220779220779214,0.07561728395061729,0
190,Bournemouth,Nott'm Forest,0.09090909090909088,0.6666666666666666,0.0,1.0,0.09090909090909088,0.0,0
191,Leicester,Brighton,0.15909090909090906,0.6296296296296297,1.0,0.5714285714285713,0.09090909090909087,0.6296296296296297,0
192,Southampton,Aston Villa,0.06818181818181818,1.0,0.29166666666666663,0.3214285714285715,0.02191558441558442,0.29166666666666663,1
193,West Ham,Everton,0.2272727272727273,0.5185185185185185,0.29166666666666663,0.5000000000000001,0.11363636363636367,0.15123456790123455,-1
194,Crystal Palace,Newcastle,0.1136363636363637,0.4814814814814815,0.8750000000000001,0.1071428571428572,0.01217532467532469,0.4212962962962964,0
195,Leeds,Brentford,0.2272727272727273,1.0,0.5,0.4285714285714285,0.0974025974025974,0.5,0
196,Man City,Wolves,1.0,0.2592592592592593,0.04166666666666663,0.7857142857142857,0.7857142857142857,0.010802469135802462,-1
197,Arsenal,Man United,0.8409090909090907,0.5555555555555557,0.45833333333333337,0.6071428571428571,0.5105519480519479,0.2546296296296297,-1
198,Fulham,Tottenham,0.34090909090909094,0.7037037037037038,0.9166666666666669,0.7857142857142857,0.26785714285714285,0.6450617283950619,1
199,Chelsea,Fulham,0.09090909090909088,0.33333333333333337,0.5416666666666666,0.2857142857142857,0.025974025974025965,0.18055555555555555,0
200,Everton,Arsenal,0.0,0.6296296296296297,1.0,0.07142857142857151,0.0,0.6296296296296297,-1
201,Aston Villa,Leicester,0.38636363636363635,0.40740740740740755,0.7083333333333334,0.8928571428571429,0.3449675324675325,0.28858024691358036,1
202,Brentford,Southampton,0.43181818181818177,0.2962962962962963,0.25,0.7142857142857143,0.3084415584415584,0.07407407407407407,-1
203,Brighton,Bournemouth,0.4772727272727273,0.40740740740740755,0.25,0.9642857142857143,0.46022727272727276,0.10185185185185189,-1
204,Man United,Crystal Palace,0.4545454545454545,0.0,0.33333333333333337,0.3571428571428572,0.16233766233766234,0.0,-1
205,Wolves,Liverpool,0.06818181818181818,0.37037037037037035,0.7500000000000001,0.5000000000000001,0.034090909090909095,0.2777777777777778,-1
206,Newcastle,West Ham,0.4545454545454545,0.14814814814814814,0.20833333333333337,0.5357142857142857,0.24350649350649345,0.030864197530864203,0
207,Nott'm Forest,Leeds,0.25,0.5185185185185185,0.45833333333333337,0.8928571428571429,0.22321428571428573,0.23765432098765432,-1
208,Tottenham,Man City,0.4772727272727273,0.5555555555555557,0.9583333333333334,0.0,0.0,0.5324074074074076,-1
209,Man United,Leeds,0.4545454545454545,0.0,0.45833333333333337,0.8928571428571429,0.4058441558441558,0.0,0
210,West Ham,Chelsea,0.2272727272727273,0.5185185185185185,0.29166666666666663,0.4285714285714285,0.0974025974025974,0.15123456790123455,0
211,Arsenal,Brentford,0.8409090909090907,0.5555555555555557,0.5,0.4285714285714285,0.36038961038961026,0.27777777777777785,0
212,Crystal Palace,Brighton,0.1136363636363637,0.4814814814814815,1.0,0.5714285714285713,0.06493506493506496,0.4814814814814815,0
